Unit,Date,Production Potential,Gross Oil Production,Net Oil Production,Oil_Losses,Class,Oil_Salinity,BSW_Outlet,Produced Water,Discharged Water,Oil Content in Discharged Water,Total WI,Target WI,WI Losses,Produced Gas,Gas Injection,Target GI,Import Gas,Gas Export,HP Fuel Gas,LP Fuel Gas,HP Flare,LP Flare,Fuel Gas,Flare,Flare Commulative
Unit_1,8/23/2021,693.39,0,0,693.39,Normal,0,0,0,0,0,,,0,80517,0,0,0,0,1,,,80516,1,80516,
Unit_1,8/24/2021,2880,0,0,2880,HighLoss,0,0,0,0,0,,,0,471364,0,0,0,0,96,,,471268,96,471268,
Unit_1,8/25/2021,3698.1,2287.18,2258.13,1439.97,Normal,354,1.27,29.04,0,0,,,0,549220,0,0,0,0,0,,,549220,0,549220,
Unit_1,8/26/2021,4539.4,4622.21,4539.47,0,Normal,285,1.79,82.73,0,0,,,0,757009,0,0,0,0,0,,,757009,0,757009,
Unit_1,8/27/2021,5428.3,5451.78,5428.33,0,Normal,352,0.43,23.44,0,0,,,0,871889,0,0,0,0,0,,,871889,0,871889,
Unit_1,8/28/2021,7216,7242.86,7216.06,0,Normal,352,0.37,26.79,0,0,,,0,1141911,0,0,0,0,0,,,1141911,0,1141911,
Unit_1,8/29/2021,8000,5819.18,5808.7,2191.3,HighLoss,253,0.18,10.47,0,0,,,0,879844,0,0,0,0,108,,,879736,108,879736,
Unit_1,8/30/2021,7958,7971.64,7958.05,0,Normal,281,0.17,13.55,0,0,,,0,1252910,0,0,0,0,186,,,1252724,186,1252724,
Unit_1,8/31/2021,7972.6,8012.76,7972.69,0,Normal,639,0.5,40.06,0,0,,,0,1213765,0,0,0,0,200,,,1213565,200,1213565,
Unit_1,9/1/2021,8030.4,8060.24,8030.41,0,Normal,472,0.37,29.82,0,0,,,0,1186299,0,0,0,0,222,,,1186077,222,1186077,
Unit_1,9/2/2021,7833,7865.35,7833.09,0,Normal,480,0.41,13.37,0,0,,,0,1195283,0,0,0,0,254,,,1195029,254,1195029,
Unit_1,9/3/2021,8614.5,8641.35,8018.49,596.01,Normal,485,0.31,2.58,0,0,,,0,1197448,0,0,0,0,275,,,1197173,275,1197173,
Unit_1,9/4/2021,8417.8,8434.78,8076.22,341.58,Normal,423,0.2,2.52,0,0,,,0,1199029,0,0,0,0,286,,,1198743,286,1198743,
Unit_1,9/5/2021,8017.7,8023.4,8017.78,0,Normal,224,0.07,1.6,0,0,,,0,1201193,0,0,0,0,302,,,1200891,302,1200891,
Unit_1,9/6/2021,7887.3,7802.69,7887.37,0,Normal,224,0.05,0.78,0,0,,,0,1201469,0,0,0,0,293,,,1201176,293,1201176,
Unit_1,9/7/2021,7916.4,7922.79,7916.46,0,Normal,224,0.08,1.58,0,0,,,0,1202063,0,0,0,0,0,,,1202063,0,1202063,
Unit_1,9/8/2021,8138.5,8143.46,8138.58,0,Normal,224,0.06,1.62,0,0,,,0,1207009,0,0,0,0,0,,,1207009,0,1207009,
Unit_1,9/9/2021,8085.8,8090.7,8085.85,0,Normal,224,0.06,1.61,0,0,,,0,1202631,0,0,0,0,0,,,1202631,0,1202631,
Unit_1,9/10/2021,8085.8,7384.12,7379.68,706.12,Normal,224,0.06,1.47,0,0,,,0,1111810,0,0,0,0,0,,,1111810,0,1111810,
Unit_1,9/11/2021,7955.1,7959.97,7952.81,2.29,Normal,224,0.06,1.59,0,0,,,0,1200070,0,0,0,0,0,,,1200070,0,1200070,
Unit_1,9/12/2021,7941.5,7944.69,7941.51,0,Normal,224,0.04,1.58,0,0,,,0,1200375,0,0,0,0,0,,,1200375,0,1200375,
Unit_1,9/13/2021,8010.1,8013.36,8009.35,0.75,Normal,224,0.04,1.6,0,0,,,0,1197042,0,0,0,0,0,,,1197042,0,1197042,
Unit_1,9/14/2021,7929.3,7932.48,7929.3,0,Normal,224,0.04,1.58,0,0,,,0,1193726,0,0,0,0,0,,,1193726,0,1193726,
Unit_1,9/15/2021,7770.7,7775.45,7769.22,1.48,Normal,224,0.06,1.55,0,0,,,0,1199481,0,0,0,0,0,,,1199481,0,1199481,
Unit_1,9/16/2021,7984.1,7988.97,7980.98,3.12,Normal,224,0.06,1.59,0,0,,,0,1248285,0,0,0,0,0,,,1248285,0,1248285,
Unit_1,9/17/2021,7947,7951.8,7947.02,0,Normal,224,0.06,4.79,0,0,,,0,1249436,0,0,0,0,0,,,1249436,0,1249436,
Unit_1,9/18/2021,7931.5,7936.29,7933.9,0,Normal,224,0.06,2.38,0,0,,,0,1242809,0,0,0,0,0,,,1242809,0,1242809,
Unit_1,9/19/2021,8004.1,8006.59,8004.18,0,Normal,224,0.03,2.4,0,0,,,0,1256136,0,0,0,0,0,,,1256136,0,1256136,
Unit_1,9/20/2021,7940.4,7942.84,7940.46,0,Normal,224,0.03,2.38,0,0,,,0,1236734,0,0,0,0,0,,,1236734,0,1236734,
Unit_1,9/21/2021,7959.6,7962.84,7959.65,0,Normal,150,0.04,3.18,0,0,,,0,1240115,0,0,0,0,339,,,1239776,339,1239776,
Unit_1,9/22/2021,7832.4,7835.61,7832.48,0,Normal,150,0.04,3.13,0,0,,,0,1233627,0,0,0,0,0,,,1233627,0,1233627,
Unit_1,9/23/2021,7832.4,6622.75,6617.45,1214.95,Normal,150,0.08,5.29,0,0,,,0,1037286,0,0,0,0,0,,,1037286,0,1037286,
Unit_1,9/24/2021,7974,7978.02,7974.04,0,Normal,157,0.05,0,0,0,,,0,1254160,0,0,0,0,0,,,1254160,0,1254160,
Unit_1,9/25/2021,7896.6,7899.77,7896.61,0,Normal,155,0.04,3.95,0,0,,,0,1243568,0,0,0,0,0,,,1243568,0,1243568,
Unit_1,9/26/2021,7988.4,7992.41,7988.41,0,Normal,145,0.05,3.99,0,0,,,0,1248906,0,0,0,0,0,,,1248906,0,1248906,
Unit_1,9/27/2021,7997.1,8001.12,7997.12,0,Normal,139,0.05,4,0,0,,,0,1253483,0,0,0,0,0,,,1253483,0,1253483,
Unit_1,9/28/2021,7996,7997.6,7996,0,Normal,132,0.02,4,0,0,,,0,1242919,0,0,0,0,0,,,1242919,0,1242919,
Unit_1,9/29/2021,7988.5,7990.99,7988.59,0,Normal,130,0.03,3.99,0,0,,,0,1236836,0,0,0,0,0,,,1236836,0,1236836,
Unit_1,9/30/2021,7994.5,7996.18,7994.59,0,Normal,150,0.02,3.99,0,0,,,0,1238826,0,0,0,0,338,,,1238488,338,1238488,
Unit_1,10/1/2021,7982.6,7984.28,7982.68,0,Normal,137,0.02,3.99,0,0,,,0,1268137,0,0,0,0,0,,,1268137,0,1268137,
Unit_1,10/2/2021,7942.3,7948.69,7942.33,0,Normal,126,0.08,3.97,0,0,,,0,1258547,0,0,0,0,0,,,1258547,0,1258547,
Unit_1,10/3/2021,7917.1,7951.35,7917.16,0,Normal,159,0.43,3.96,0,0,,,0,1273625,0,0,0,0,0,,,1273625,0,1273625,
Unit_1,10/4/2021,7980.2,7981.87,7980.27,0,Normal,110,0.02,3.99,0,0,,,0,1320216,0,0,0,0,0,,,1320216,0,1320216,
Unit_1,10/5/2021,7988.2,7989.83,7988.24,0,Normal,102,0.02,3.99,0,0,,,0,1315475,0,0,0,0,0,,,1315475,0,1315475,
Unit_1,10/6/2021,7995,7996.68,7995.09,0,Normal,106,0.02,3.99,0,0,,,0,1341435,0,0,0,0,0,,,1341435,0,1341435,
Unit_1,10/7/2021,7981.4,8005.47,7981.46,0,Normal,130,0.3,3.99,0,0,,,0,1351504,0,0,0,0,0,,,1351504,0,1351504,
Unit_1,10/8/2021,7989.9,7993.16,7989.96,0,Normal,152,0.04,4,0,0,,,0,1356772,0,0,0,0,0,,,1356772,0,1356772,
Unit_1,10/9/2021,8002,8005.29,8002.09,0,Normal,124,0.04,4,0,0,,,0,1361925,0,0,0,0,0,,,1361925,0,1361925,
Unit_1,10/10/2021,7988.9,7993.79,7988.99,0,Normal,156,0.06,3.99,0,0,,,0,1425959,0,0,0,0,0,,,1425959,0,1425959,
Unit_1,10/11/2021,8011.4,8014.67,8011.47,0,Normal,110,0.04,4,0,0,,,0,1623605,0,0,0,0,0,,,1623605,0,1623605,
Unit_1,10/12/2021,7970.5,7972.92,7970.52,0,Normal,108,0.03,3.98,0,0,,,0,1348386,0,0,0,0,0,,,1348386,0,1348386,
Unit_1,10/13/2021,8027.4,8029.84,8027.43,0,Normal,104,0.03,4,0,0,,,0,1297149,0,0,0,0,0,,,1297149,0,1297149,
Unit_1,10/14/2021,7991.5,7993.9,7991.5,0,Normal,101,0.03,3.99,0,0,,,0,1330366,0,0,0,0,0,,,1330366,0,1330366,
Unit_1,10/15/2021,7990.4,7992.85,7990.45,0,Normal,104,0.03,3.99,0,0,,,0,1363010,0,0,0,0,0,,,1363010,0,1363010,
Unit_1,10/16/2021,7962.8,7965.26,7962.87,0,Normal,106,0.03,3.98,0,0,,,0,1288579,0,0,0,0,0,,,1288579,0,1288579,
Unit_1,10/17/2021,7983.6,7986.08,7983.68,0,Normal,98.7,0.03,3.99,0,0,,,0,1291829,0,0,0,0,0,,,1291829,0,1291829,
Unit_1,10/18/2021,7991,7993.42,7991.03,0,Normal,98.7,0.03,3.99,0,0,,,0,1324802,0,0,0,0,0,,,1324802,0,1324802,
Unit_1,10/19/2021,8008.1,8012.92,8008.11,0,Normal,98.7,0.06,4,0,0,,,0,1316310,0,0,0,0,0,,,1316310,0,1316310,
Unit_1,10/20/2021,7983.8,7986.23,7983.83,0,Normal,99.4,0.03,3.99,0,0,,,0,1305708,0,0,0,0,0,,,1305708,0,1305708,
Unit_1,10/21/2021,7980.4,7985.2,7980.4,0,Normal,98.7,0.06,3.99,0,0,,,0,1292089,0,0,0,0,0,,,1292089,0,1292089,
Unit_1,10/22/2021,7967.3,7972.11,7967.32,0,Normal,98.7,0.06,3.98,0,0,,,0,1496041,0,0,0,0,0,,,1496041,0,1496041,
Unit_1,10/23/2021,7973.3,7978.14,7973.35,0,Normal,98.7,0.06,3.98,0,0,,,0,1336023,0,0,0,0,0,,,1336023,0,1336023,
Unit_1,10/24/2021,7971.8,7976.62,7971.83,0,Normal,98.7,0.06,3.98,0,0,,,0,1273452,0,0,0,0,0,,,1273452,0,1273452,
Unit_1,10/25/2021,7982.4,7987.2,7982.4,0,Normal,98.7,0.06,3.99,0,0,,,0,1283467,0,0,0,0,27,,,1283440,27,1283440,
Unit_1,10/26/2021,7982.4,5780.3,5776.83,2205.57,HighLoss,98.7,0.06,2.88,0,0,,,0,952890,0,0,0,0,0,,,952890,0,952890,
Unit_1,10/27/2021,7978.5,7983.34,7978.54,0,Normal,98.7,0.06,3.99,0,0,,,0,1249164,0,0,0,0,7,,,1249157,7,1249157,
Unit_1,10/28/2021,7966.62,7971.41,7966.62,0,Normal,98.7,0.06,3.98,0,0,,,0,1360631,208992,208992,0,0,0,,,1151639,0,1151639,
Unit_1,10/29/2021,7940.53,7945.29,7940.53,0,Normal,98.7,0.06,3.97,0,0,,,0,1366616,614901,614901,0,0,0,,,751715,0,751715,
Unit_1,10/30/2021,7982.25,7987.04,7982.25,0,Normal,98.7,0.06,3.99,0,0,,,0,1368118,1075694,1075694,0,0,15485,,,276939,15485,276939,
Unit_1,10/31/2021,7982.25,7493.25,7488.76,493.49,Normal,98.7,0.06,3.74,0,0,,,0,1275092,579892,579892,0,0,31732,,,663468,31732,663468,
Unit_1,11/1/2021,7982.25,1885.23,1884.1,6098.15,HighLoss,98.7,0.06,0.94,0,0,,,0,321205,0,0,0,0,3638,,,317567,3638,317567,
Unit_1,11/2/2021,7982.25,0,0,7982.25,HighLoss,0,0,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,
Unit_1,11/3/2021,7982.25,972.17,971.88,7010.37,HighLoss,98.7,0.03,0.48,0,0,,,0,135539,0,0,0,0,0,,,135539,0,135539,
Unit_1,11/4/2021,7928.55,7930.13,7928.55,0,Normal,98.7,0.02,3.96,0,0,,,0,1256809,104687,104687,0,0,162,,,1152123,162,1152123,
Unit_1,11/5/2021,7981.25,7983.64,7981.25,0,Normal,103,0.03,3.99,0,0,,,0,1306041,131,1000000,0,0,40714,,,1266757,40714,1266757,
Unit_1,11/6/2021,7974.82,7976.41,7974.82,0,Normal,106,0.02,3.98,0,0,,,0,1338518,0,1000000,0,0,133207,,,1206872,133207,1206872,
Unit_1,11/7/2021,7974.82,7089.68,7088.26,886.56,Normal,109,0.02,3.54,0,0,,,0,1180925,0,1000000,0,0,76906,,,1105580,76906,1105580,
Unit_1,11/8/2021,7974.82,7043.66,7042.25,932.57,Normal,105,0.02,3.52,0,0,,,0,1121177,0,1000000,0,0,20236,,,1102502,20236,1102502,
Unit_1,11/9/2021,7994.49,7996.08,7994.49,0,Normal,110,0.02,3.99,0,0,,,0,1341076,139889,1000000,0,0,150007,,,1052741,150007,1052741,
Unit_1,11/10/2021,8163.16,8164.79,8163.16,0,Normal,108,0.02,4,0,0,,,0,1353294,0,1000000,0,0,232263,,,1122591,232263,1122591,
Unit_1,11/11/2021,6555.69,6557,6555.69,0,Normal,103,0.02,1.31,0,0,,,0,1092848,0,800000,0,0,268918,,,825491,268918,825491,
Unit_1,11/12/2021,6269.49,6270.75,6269.49,0,Normal,101,0.02,1.25,0,0,,,0,984039,0,900000,0,0,59402,,,926198,59402,926198,
Unit_1,11/13/2021,6042.04,6043.25,6042.04,0,Normal,109,0.02,1.2,0,0,,,0,1041354,0,800000,0,0,168995,,,873920,168995,873920,
Unit_1,11/14/2021,6287.12,6288.37,6287.12,0,Normal,99,0.02,1.25,0,0,,,0,1081070,65552,850000,0,0,250924,,,766154,250924,766154,
Unit_1,11/15/2021,6033.41,6034.62,6033.41,0,Normal,109,0.02,1.2,0,0,,,0,1032027,0,750000,0,0,232480,,,801107,232480,801107,
Unit_1,11/16/2021,7689.75,7691.29,7689.75,0,Normal,115,0.02,1.2,0,0,,,0,1366871,911073,911073,0,0,295504,,,161854,295504,161854,
Unit_1,11/17/2021,6348.84,6350.12,6348.84,0,Normal,111,0.02,1.27,0,0,,,0,1096487,566221,566221,0,0,195750,,,336077,195750,336077,
Unit_1,11/18/2021,6348.84,5979.22,5978.02,370.82,Normal,97.4,0.02,1.19,0,0,,,0,1018111,0,700000,0,0,231306,,,788365,231306,788365,
Unit_1,11/19/2021,6933.57,6935.66,6933.57,0,Normal,99.8,0.03,2.08,0,0,,,0,1210916,285937,800000,0,0,277718,,,648821,277718,648821,
Unit_1,11/20/2021,7990.19,7991.79,7990.19,0,Normal,103.9,0.02,1.59,0,0,,,0,1441934,951090,951090,0,0,324107,,,169164,324107,169164,
Unit_1,11/21/2021,7956.63,7959.02,7956.63,0,Normal,109.5,0.03,2.38,0,0,,,0,1433832,930813,930813,0,0,341220,,,163359,341220,163359,
Unit_1,11/22/2021,7953.34,7954.94,7953.34,0,Normal,105.3,0.02,1.59,0,0,,,0,1432231,947776,947776,0,0,322984,,,163031,322984,163031,
Unit_1,11/23/2021,7976.98,7978.58,7976.98,0,Normal,107.9,0.02,1.59,0,0,,,0,1430522,956789,956789,0,0,314479,,,160814,314479,160814,
Unit_1,11/24/2021,7849.32,7851.68,7849.32,0,Normal,110.1,0.03,1.57,0,0,,,0,1389967,880624,880624,0,0,301532,,,209082,301532,209082,
Unit_1,11/25/2021,7992.26,7994.66,7992.26,0,Normal,112,0.03,1.57,0,0,,,0,1417913,1014292,1014292,0,0,316765,,,87810,316765,87810,
Unit_1,11/26/2021,8037.23,8039.64,8037.23,0,Normal,106.8,0.03,1.57,0,0,,,0,1471362,1062602,1062602,0,0,332961,,,77359,332961,77359,
Unit_1,11/27/2021,8026.89,8030.91,8026.89,0,Normal,107.7,0.05,1.6,0,0,,,0,1758071,1060304,1060304,0,0,334049,,,365278,334049,365278,
Unit_1,11/28/2021,8026.89,5879.35,5875.82,2151.07,HighLoss,116.4,0.06,1.17,0,0,,,0,1181266,308926,1000000,0,0,158543,,,715357,158543,715357,
Unit_1,11/29/2021,8026.89,7236.02,7233.13,793.76,Normal,111.7,0.04,1.44,0,0,,,0,1295112,332464,900000,0,0,318344,,,645865,318344,645865,
Unit_1,11/30/2021,7999,7987.37,7984.17,14.83,Normal,111.7,0.04,1.59,0,0,,,0,1862622,1063082,1063082,0,0,319363,,,481738,319363,481738,
Unit_1,12/1/2021,8809.98,8815.26,8809.98,0,Normal,118.7,0.06,1.59,0,0,,,0,1900660,1139768,1139768,0,0,318695,,,443757,318695,443757,
Unit_1,12/2/2021,11083.14,11087.58,11083.14,0,Normal,111.7,0.04,1.59,0,0,,,0,1936100,1492806,1492806,0,0,320587,,,124267,320587,124267,
Unit_1,12/3/2021,11083.14,11205.07,11025.79,57.35,Normal,115,1.6,1.57,0,0,,,0,1936509,1585959,1585959,0,0,328885,,,23226,328885,23226,
Unit_1,12/4/2021,11083.14,3665.97,3607.31,7475.83,HighLoss,115,1.6,0,0,0,,,0,801057,240911,240911,0,0,127429,,,431157,127429,431157,
Unit_1,12/5/2021,11083.14,0,0,11083.14,HighLoss,0,0,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,
Unit_1,12/6/2021,11083.14,0,0,11083.14,HighLoss,0,0,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,
Unit_1,12/7/2021,11083.14,0,0,11083.14,HighLoss,0,0,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,
Unit_1,12/8/2021,11083.14,0,0,11083.14,HighLoss,0,0,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,
Unit_1,12/9/2021,11083.14,0,0,11083.14,HighLoss,0,0,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,
Unit_1,12/10/2021,11083.14,0,0,11083.14,HighLoss,0,0,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,
Unit_1,12/11/2021,11083.14,0,0,11083.14,HighLoss,0,0,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,
Unit_1,12/12/2021,11083.14,857.3,850.45,10232.69,HighLoss,375,0.8,0.17,0,0,,,0,118295,2195,2195,0,0,0,,,116045,0,116045,
Unit_1,12/13/2021,11083.14,4253.66,4243.02,6840.12,HighLoss,99,0.25,0.84,0,0,,,0,672007,89320,89320,0,0,162542,,,418585,162542,418585,
Unit_1,12/14/2021,11083.14,3549.58,3542.48,7540.66,HighLoss,80,0.2,0.7,0,0,,,0,637934,34595,400000,0,0,174668,,,430221,174668,430221,
Unit_1,12/15/2021,11083.14,7790.37,7775.57,3307.57,HighLoss,297,0.19,1.26,0,0,,,0,1368651,934392,1000000,0,0,285247,,,150573,285247,150573,
Unit_1,12/16/2021,11083.14,5176.37,5168.08,5915.06,HighLoss,82,0.16,0.96,0,0,,,0,920578,334789,634789,0,0,268625,,,318724,268625,318724,
Unit_1,12/17/2021,11083.14,1769.79,1769.43,9313.71,HighLoss,77,0.02,0.35,0,0,,,0,346899,0,160000,0,0,145321,,,199130,145321,199130,
Unit_1,12/18/2021,11083.14,0,0,11083.14,HighLoss,0,0,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,
Unit_1,12/19/2021,11083.14,678.14,677.8,10405.34,HighLoss,72,0.05,0.13,0,0,,,0,102977,0,100000,0,0,0,,,102278,0,102278,
Unit_1,12/20/2021,11198.34,5074.3,5051.98,6146.36,HighLoss,277,0.44,0.85,0,0,,,0,828139,260544,660544,0,0,150189,,,418402,150189,418402,
Unit_1,12/21/2021,10325.55,10393.11,10325.55,0,Normal,429,0.65,1.59,0,0,,,0,1828661,1373215,1523215,0,0,288426,,,167965,288426,167965,
Unit_1,12/22/2021,11670.42,11711.41,11670.42,0,Normal,817,0.35,1.59,0,0,,,0,2111384,1583345,1683345,0,0,382009,,,147530,382009,147530,
Unit_1,12/23/2021,12693.48,12802.31,12693.48,0,Normal,1831,0.85,1.59,0,0,,,0,2358581,1935761,1935761,0,0,388029,,,36351,388029,36351,
Unit_1,12/24/2021,15209.33,15345.91,15209.33,0,Normal,2015,0.89,1.59,0,0,,,0,2787987,2375514,2375514,0,0,394528,,,19506,394528,19506,
Unit_1,12/25/2021,14876.35,14680.23,14628.84,247.51,Normal,558,0.35,1.55,0,0,,,0,2285896,1574267,1874267,0,0,366087,,,347103,366087,347103,
Unit_1,12/26/2021,14876.35,14775.92,14728.64,147.71,Normal,488,0.32,1.31,0,0,,,0,2250835,1748276,1898276,0,0,297332,,,206788,297332,206788,
Unit_1,12/27/2021,15311.76,15365.54,15311.76,0,Normal,462,0.35,1.59,0,0,,,0,2775845,2358061,2358061,0,0,400644,,,18700,400644,18700,
Unit_1,12/28/2021,15311.76,13692.83,13640.79,1670.97,Normal,473,0.38,1.44,0,0,,,0,2199281,1709983,1859983,0,0,305543,,,185315,305543,185315,
Unit_1,12/29/2021,15311.82,9899.04,9878.24,5433.58,HighLoss,660,0.21,2.58,0,0,,,0,1743393,1035133,1435133,0,0,277822,,,431996,277822,431996,
Unit_1,12/30/2021,16226.79,16272.36,16226.79,0,Normal,398,0.28,4,0,0,,,0,3199218,2483677,2483677,0,0,396229,,,320873,396229,320873,
Unit_1,12/31/2021,18372.05,18420.88,18376.66,0,Normal,335,0.24,6.99,0,0,,,0,3419348,3003270,3003270,0,0,400067,,,17572,400067,17572,
Unit_1,1/1/2022,19006.56,19033.21,19006.56,0,Normal,335,0.14,5.41,0,0,,,0,3500906,3055804,3055804,0,0,427192,,,16465,427192,16465,
Unit_1,1/2/2022,20433.77,19084.62,19057.89,1375.88,Normal,195,0.14,3.98,0,0,,,0,3451385,2987047,2987047,0,0,449063,,,13715,449063,13715,
Unit_1,1/3/2022,20630.9,19189.33,19166.3,1464.6,Normal,185,0.12,3.26,0,0,,,0,3471017,3000842,3000842,0,0,455508,,,13107,455508,13107,
Unit_1,1/4/2022,21971.37,20435.04,20408.47,1562.9,Normal,240,0.13,4.8,0,0,,,0,3695974,3241742,3241742,0,0,431192,,,21480,431192,21480,
Unit_1,1/5/2022,21971.37,21009.9,20988.87,982.5,Normal,169,0.1,3.66,0,0,,,0,3801084,3338004,3338004,0,0,446742,,,14778,446742,14778,
Unit_1,1/6/2022,20632.35,17727.89,17703.05,2929.3,HighLoss,226,0.14,3.26,0,0,,,0,3206023,2675365,2675365,0,0,416487,,,112611,416487,112611,
Unit_1,1/7/2022,21190.13,5406.58,5400.63,15789.5,HighLoss,176,0.11,2.7,0,0,,,0,978054,274606,274606,0,0,321659,,,380229,321659,380229,
Unit_1,1/8/2022,22059,17827.62,17783.05,4275.95,HighLoss,269,0.25,4,0,0,,,0,3220510,2693802,2693802,0,0,428283,,,96865,428283,96865,
Unit_1,1/9/2022,22059,21357.66,21323.47,735.53,Normal,187,0.16,4,0,0,,,0,3861680,3333138,3333138,0,0,420297,,,106685,420297,106685,
Unit_1,1/10/2022,22059,21573.08,21540.71,518.29,Normal,187,0.15,4,0,0,,,0,3901024,3469245,3469245,0,0,413191,,,17028,413191,17028,
Unit_1,1/11/2022,22059,17153.66,17134.77,4924.23,HighLoss,187,0.11,3.66,0,0,,,0,3103107,2432788,2432788,0,0,382607,,,286152,382607,286152,
Unit_1,1/12/2022,22059,20504.62,20482.05,1576.95,Normal,187,0.11,4,0,0,,,0,3709300,3188412,3188412,0,0,442703,,,76625,442703,76625,
Unit_1,1/13/2022,21755,21259.81,21238.54,516.46,Normal,187,0.1,4,0,0,,,0,3846301,3298024,3298024,0,0,460650,,,86067,460650,86067,
Unit_1,1/14/2022,21755,21704.66,21680.78,74.22,Normal,187,0.11,3.98,0,0,,,0,3926389,3390594,3390594,0,0,473202,,,61033,473202,61033,
Unit_1,1/15/2022,21755,22248.6,22204.1,0,Normal,187,0.2,4,0,0,,,0,4021164,3523555,3523555,0,0,481272,,,14777,481272,14777,
Unit_1,1/16/2022,21755,21950.81,21915.68,0,Normal,187,0.16,4,0,0,,,0,3968931,3465702,3465702,0,0,481467,,,20202,481467,20202,
Unit_1,1/17/2022,21755,22058.92,22017,0,Normal,187,0.19,4,0,0,,,0,3987280,3468230,3468230,0,0,483240,,,34250,483240,34250,
Unit_1,1/18/2022,21755,22100.05,22066.9,0,Normal,187,0.15,4,0,0,,,0,3996317,3453746,3453746,0,0,480338,,,60673,480338,60673,
Unit_1,1/19/2022,21755,22184.33,22164.37,0,Normal,187,0.09,4,0,0,,,0,4013967,3496618,3496618,0,0,478636,,,37153,478636,37153,
Unit_1,1/20/2022,22333,21848.34,21811.19,521.81,Normal,187,0.17,4,0,0,,,0,3950007,3434705,3434705,0,0,475974,,,37768,475974,37768,
Unit_1,1/21/2022,22333,21385.76,21291.65,1041.35,Normal,193,0.44,3.81,0,0,,,0,3855918,3339699,3339699,0,0,474548,,,40111,474548,40111,
Unit_1,1/22/2022,22333,21428.27,21366.12,966.88,Normal,174,0.29,3.82,0,0,,,0,3869404,3342521,3342521,0,0,478973,,,46350,478973,46350,
Unit_1,1/23/2022,22333,21432.85,21349.25,983.75,Normal,205,0.39,3.93,0,0,,,0,3866349,3325652,3325652,0,0,485652,,,53485,485652,53485,
Unit_1,1/24/2022,22333,21383.7,21321.68,1011.32,Normal,189,0.29,3.93,0,0,,,0,4055417,3503194,3503194,0,0,475500,,,78283,475500,78283,
Unit_1,1/25/2022,22333,14828.6,14812.29,7520.71,HighLoss,120,0.11,2.65,0,0,,,0,2739732,1956883,1956883,0,0,425559,,,358851,425559,358851,
Unit_1,1/26/2022,22333,18850.58,18835.48,3497.52,HighLoss,109,0.08,3.37,0,0,,,0,3324497,2583185,2583185,0,0,459505,,,283368,459505,283368,
Unit_1,1/27/2022,22333,21425.03,21407.88,925.12,Normal,99,0.08,4,0,0,,,0,4007031,3511892,3511892,0,0,483526,,,13172,483526,13172,
Unit_1,1/28/2022,22333,21392.79,21375.67,957.33,Normal,104,0.08,4,0,0,,,0,4015931,3523095,3523095,0,0,478225,,,13051,478225,13051,
Unit_1,1/29/2022,22333,18759.34,18744.32,3588.68,HighLoss,109,0.08,3.59,0,0,,,0,3375320,2861385,2961385,0,0,400749,,,114747,400749,114747,
Unit_1,1/30/2022,22333,19062,19046.74,3286.26,HighLoss,86,0.08,3.45,0,0,,,0,3525505,2996234,3046234,0,0,465293,,,65538,465293,65538,
Unit_1,1/31/2022,22333,21409.13,21396.27,936.73,Normal,94,0.06,4,0,0,,,0,4048424,3555001,3555001,0,0,481875,,,13109,481875,13109,
Unit_1,2/1/2022,22333,21366.57,21349.46,983.54,Normal,115,0.08,4,0,0,,,0,4050940,3536271,3536271,0,0,502766,,,13463,502766,13463,
Unit_1,2/2/2022,22333,21359.75,21344.78,988.22,Normal,96,0.07,4,0,0,,,0,4046568,3543199,3543199,0,0,489077,,,15853,489077,15853,
Unit_1,2/3/2022,22333,20755.04,20740.5,1592.5,Normal,89,0.07,4,0,0,,,0,3911549,3416036,3416036,0,0,483547,,,13526,483547,13526,
Unit_1,2/4/2022,22333.1,21002.87,20986.06,1347.04,Normal,86,0.08,3.99,0,0,,,0,3987033,3394371,3394371,0,0,479151,,,115070,479151,115070,
Unit_1,2/5/2022,22333.1,21442.21,21425.05,908.05,Normal,92,0.08,3.96,0,0,,,0,4052339,3545036,3545036,0,0,494160,,,14702,494160,14702,
Unit_1,2/6/2022,22333.1,21400.25,21383.12,949.98,Normal,88,0.08,3.93,0,0,,,0,4047735,3533800,3533800,0,0,502481,,,13013,502481,13013,
Unit_1,2/7/2022,22333,21363.69,21346.58,986.42,Normal,82.3,0.08,3.92,0,0,,,0,4005122,3461823,3461823,0,0,495364,,,49496,495364,49496,
Unit_1,2/8/2022,22333.1,20386.04,20373.8,1959.3,HighLoss,71.3,0.06,3.99,0,0,,,0,3842330,3314917,3314917,0,0,481563,,,47408,481563,47408,
Unit_1,2/9/2022,22333,14643.57,14634.78,7698.22,HighLoss,98.2,0.06,3.63,0,0,,,0,2625663,2029961,2029961,0,0,422709,,,174554,422709,174554,
